Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","02960.01","Beeswax","2015","2015","1000 Int. $","491","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","02960.01","Beeswax","2016","2016","1000 Int. $","491","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","02960.01","Beeswax","2017","2017","1000 Int. $","491","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01355.01","Blueberries","2015","2015","1000 Int. $","4162","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01355.01","Blueberries","2016","2016","1000 Int. $","4125","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01355.01","Blueberries","2017","2017","1000 Int. $","4135","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01355.01","Blueberries","2020","2020","1000 Int. $","16703","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01702","Broad beans and horse beans, dry","2015","2015","1000 Int. $","26899","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01702","Broad beans and horse beans, dry","2016","2016","1000 Int. $","33640","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01702","Broad beans and horse beans, dry","2017","2017","1000 Int. $","31203","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01702","Broad beans and horse beans, dry","2018","2018","1000 Int. $","38762","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01702","Broad beans and horse beans, dry","2019","2019","1000 Int. $","44503","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01702","Broad beans and horse beans, dry","2020","2020","1000 Int. $","45385","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01243","Broad beans and horse beans, green","2015","2015","1000 Int. $","21595","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01243","Broad beans and horse beans, green","2016","2016","1000 Int. $","21560","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01243","Broad beans and horse beans, green","2017","2017","1000 Int. $","21027","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01243","Broad beans and horse beans, green","2018","2018","1000 Int. $","21596","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01243","Broad beans and horse beans, green","2019","2019","1000 Int. $","22209","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01243","Broad beans and horse beans, green","2020","2020","1000 Int. $","21647","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01212","Cabbages","2015","2015","1000 Int. $","66170","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01212","Cabbages","2016","2016","1000 Int. $","61740","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01212","Cabbages","2017","2017","1000 Int. $","65952","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01212","Cabbages","2018","2018","1000 Int. $","100958","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01212","Cabbages","2019","2019","1000 Int. $","104173","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01212","Cabbages","2020","2020","1000 Int. $","95713","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2015","2015","1000 Int. $","223455","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2016","2016","1000 Int. $","237232","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2017","2017","1000 Int. $","227261","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2018","2018","1000 Int. $","228096","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2019","2019","1000 Int. $","221965","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2020","2020","1000 Int. $","222633","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01251","Carrots and turnips","2015","2015","1000 Int. $","147295","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01251","Carrots and turnips","2016","2016","1000 Int. $","163224","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01251","Carrots and turnips","2017","2017","1000 Int. $","152993","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01251","Carrots and turnips","2018","2018","1000 Int. $","132347","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01251","Carrots and turnips","2019","2019","1000 Int. $","136039","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01251","Carrots and turnips","2020","2020","1000 Int. $","136440","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01213","Cauliflowers and broccoli","2015","2015","1000 Int. $","181133","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01213","Cauliflowers and broccoli","2016","2016","1000 Int. $","182216","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01213","Cauliflowers and broccoli","2017","2017","1000 Int. $","174373","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01213","Cauliflowers and broccoli","2018","2018","1000 Int. $","172755","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01213","Cauliflowers and broccoli","2019","2019","1000 Int. $","172769","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01213","Cauliflowers and broccoli","2020","2020","1000 Int. $","171460","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01199.90","Cereals n.e.c.","2015","2015","1000 Int. $","36854","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01199.90","Cereals n.e.c.","2016","2016","1000 Int. $","26754","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01199.90","Cereals n.e.c.","2017","2017","1000 Int. $","27913","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01199.90","Cereals n.e.c.","2018","2018","1000 Int. $","31223","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01199.90","Cereals n.e.c.","2019","2019","1000 Int. $","30865","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01199.90","Cereals n.e.c.","2020","2020","1000 Int. $","31950","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01344.02","Cherries","2015","2015","1000 Int. $","195796","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01344.02","Cherries","2016","2016","1000 Int. $","167197","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01344.02","Cherries","2017","2017","1000 Int. $","208377","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01344.02","Cherries","2018","2018","1000 Int. $","202282","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01344.02","Cherries","2019","2019","1000 Int. $","173737","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01344.02","Cherries","2020","2020","1000 Int. $","183922","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01373","Chestnuts, in shell","2015","2015","1000 Int. $","84954","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01373","Chestnuts, in shell","2016","2016","1000 Int. $","88679","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01373","Chestnuts, in shell","2017","2017","1000 Int. $","89141","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01373","Chestnuts, in shell","2018","2018","1000 Int. $","54714","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01373","Chestnuts, in shell","2019","2019","1000 Int. $","66711","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01373","Chestnuts, in shell","2020","2020","1000 Int. $","83014","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01703","Chick peas, dry","2015","2015","1000 Int. $","11678","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01703","Chick peas, dry","2016","2016","1000 Int. $","15557","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01703","Chick peas, dry","2017","2017","1000 Int. $","23370","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2015","2015","1000 Int. $","189857","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2016","2016","1000 Int. $","182045","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","1000 Int. $","167828","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","1000 Int. $","174995","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","1000 Int. $","167538","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","1000 Int. $","166183","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01232","Cucumbers and gherkins","2015","2015","1000 Int. $","21798","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01232","Cucumbers and gherkins","2016","2016","1000 Int. $","22411","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01232","Cucumbers and gherkins","2017","2017","1000 Int. $","20369","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01232","Cucumbers and gherkins","2018","2018","1000 Int. $","20236","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01232","Cucumbers and gherkins","2019","2019","1000 Int. $","22672","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01232","Cucumbers and gherkins","2020","2020","1000 Int. $","22705","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01351.01","Currants","2015","2015","1000 Int. $","1407","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01351.01","Currants","2016","2016","1000 Int. $","1247","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01351.01","Currants","2017","2017","1000 Int. $","1234","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01351.01","Currants","2018","2018","1000 Int. $","369","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01351.01","Currants","2019","2019","1000 Int. $","1477","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01351.01","Currants","2020","2020","1000 Int. $","1170","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01233","Eggplants (aubergines)","2015","2015","1000 Int. $","85843","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01233","Eggplants (aubergines)","2016","2016","1000 Int. $","90820","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01233","Eggplants (aubergines)","2017","2017","1000 Int. $","81923","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01233","Eggplants (aubergines)","2018","2018","1000 Int. $","85308","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01233","Eggplants (aubergines)","2019","2019","1000 Int. $","85969","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01233","Eggplants (aubergines)","2020","2020","1000 Int. $","87133","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01315","Figs","2015","2015","1000 Int. $","9795","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01315","Figs","2016","2016","1000 Int. $","8439","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01315","Figs","2017","2017","1000 Int. $","8488","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01315","Figs","2018","2018","1000 Int. $","7955","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01315","Figs","2019","2019","1000 Int. $","8837","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01315","Figs","2020","2020","1000 Int. $","9098","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","26190.01","Flax, processed but not spun","2015","2015","1000 Int. $","804","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","26190.01","Flax, processed but not spun","2016","2016","1000 Int. $","1234","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","26190.01","Flax, processed but not spun","2017","2017","1000 Int. $","4744","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","26190.01","Flax, processed but not spun","2018","2018","1000 Int. $","2981","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","26190.01","Flax, processed but not spun","2019","2019","1000 Int. $","3675","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","26190.01","Flax, processed but not spun","2020","2020","1000 Int. $","2288","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01330","Grapes","2015","2015","1000 Int. $","6781428","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01330","Grapes","2016","2016","1000 Int. $","7027244","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01330","Grapes","2017","2017","1000 Int. $","6142901","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01330","Grapes","2018","2018","1000 Int. $","7294325","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01330","Grapes","2019","2019","1000 Int. $","6768672","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01330","Grapes","2020","2020","1000 Int. $","7044761","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01252","Green garlic","2015","2015","1000 Int. $","19593","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01252","Green garlic","2016","2016","1000 Int. $","21360","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01252","Green garlic","2017","2017","1000 Int. $","21659","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01252","Green garlic","2018","2018","1000 Int. $","22033","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01252","Green garlic","2019","2019","1000 Int. $","21144","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01252","Green garlic","2020","2020","1000 Int. $","20205","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01374","Hazelnuts, in shell","2015","2015","1000 Int. $","349125","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01374","Hazelnuts, in shell","2016","2016","1000 Int. $","414142","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01374","Hazelnuts, in shell","2017","2017","1000 Int. $","450926","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01374","Hazelnuts, in shell","2018","2018","1000 Int. $","455800","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01374","Hazelnuts, in shell","2019","2019","1000 Int. $","338432","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","01374","Hazelnuts, in shell","2020","2020","1000 Int. $","482797","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0231","Hen eggs in shell, fresh","2015","2015","1000 Int. $","879177","E","Estimated value"
"QV","Value of Agricultural Production","380","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","0231","Hen eggs in shell, fresh","2016","2016","1000 Int. $","926445","E","Estimated value"
